coid,mdate,tcri,scr,xcdt,industry,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio
1904,2022-12-01,5,636.0,,19,0.124846809,0.250774056,0.120428935,0.581522923,1.531649003
1904,2023-12-01,5,561.0,,19,0.089900821,0.243813039,0.100915008,0.579460215,1.368805643
1904,2024-12-01,5,534.0,,19,0.099578052,0.242557123,0.073495446,0.579778924,1.409637124
1905,2014-12-01,5,543.0,,19,0.255328598,0.129713748,0.077033671,0.323284964,2.203113793
1905,2015-12-01,5,561.0,,19,0.174518134,0.148130461,0.137746397,0.372161088,1.683351835
1905,2016-12-01,5,535.0,,19,0.150690322,0.141188551,0.176492979,0.390975882,1.602525362
1905,2017-12-01,5,578.0,,19,0.134289696,0.14530386,0.158604631,0.399408683,1.458227516
1905,2018-12-01,5,546.0,,19,0.146759316,0.136211017,0.043845914,0.424298732,1.502009422
1905,2019-12-01,5,425.0,,19,0.06374675,0.117346037,0.059882906,0.440645998,1.178335606
1905,2020-12-01,5,392.0,,19,0.026273764,0.105499523,0.017122724,0.4800847,1.071320053
1905,2021-12-01,5,489.0,,19,0.035565143,0.113818715,0.030503722,0.480884147,1.091495552
1905,2022-12-01,5,535.0,,19,0.270677494,0.110371374,0.027792747,0.489417797,2.512234764
1905,2023-12-01,5,362.0,,19,0.053358573,0.084307371,0.006287373,0.506512123,1.131623982
1905,2024-12-01,6,370.0,,19,0.070880934,0.071522272,-0.018867686,0.528902797,1.17045344
1906,2014-12-01,6,282.0,,19,-0.140912223,0.116173287,0.020935125,0.365440219,0.379506032
1906,2015-12-01,6,243.0,,19,-0.231675067,0.148220381,-0.031076757,0.381546441,0.15359667
1906,2016-12-01,6,412.0,,19,0.020130767,0.268844401,0.292696836,0.24636843,1.146420695
1906,2017-12-01,6,426.0,,19,-0.074863886,0.156414211,-0.087367588,0.127088185,0.2425524
1906,2018-12-01,6,441.0,,19,-0.105480925,0.367599508,-0.058491837,0.360783547,0.477007896
1906,2019-12-01,6,332.0,,19,-0.231205819,0.374304272,0.034500132,0.321667404,0.128384643
1906,2020-12-01,6,321.0,,19,-0.183692694,0.261120473,0.049436178,0.237292683,0.076944218
1906,2021-12-01,6,350.0,,19,-0.166051822,0.257015711,0.067083601,0.237465574,0.175612545
1906,2022-12-01,6,436.0,,19,-0.221628508,0.365383549,0.07948177,0.330489454,0.199417522
1906,2023-12-01,6,358.0,,19,-0.252751647,0.385963491,0.023689602,0.359471648,0.182552787
1906,2024-12-01,7,336.0,,19,-0.305345006,0.45011025,0.046998526,0.424721062,0.172981666
1907,2014-12-01,5,520.0,,19,0.073699237,0.117563756,0.039222075,0.556206327,1.275403372
1907,2015-12-01,5,498.0,,19,0.041706098,0.112210504,0.066043962,0.600699633,1.13517174
1907,2016-12-01,5,466.0,,19,0.080576501,0.110403537,0.075217484,0.623838932,1.310423045
1907,2017-12-01,5,574.0,,19,0.077503505,0.123412876,0.063456135,0.613394136,1.269842718
1907,2018-12-01,5,530.0,,19,0.098237203,0.120477015,0.069348276,0.602963551,1.355067689
1907,2019-12-01,5,593.0,,19,0.082919414,0.131137273,0.150376559,0.580609894,1.281148659
1909,2014-12-01,6,453.0,,19,0.009853606,0.087389562,0.061151615,0.662923179,1.028508642
1909,2015-12-01,6,476.0,,19,-0.098986324,0.091222605,0.146717146,0.671033958,0.730329697
1909,2016-12-01,6,545.0,,19,0.002865257,0.10368069,0.042212908,0.664384809,1.009688663
1909,2017-12-01,6,647.0,,19,-0.006434894,0.106625049,-0.025969044,0.628952364,0.980734974
1909,2018-12-01,6,418.0,,19,-0.11800258,0.09795765,0.085378191,0.692120396,0.726067647
1909,2019-12-01,6,398.0,,19,-0.131756408,0.100850998,0.121482001,0.682776349,0.673400627
1909,2020-12-01,6,478.0,,19,-0.094889465,0.102961838,0.081279538,0.654938483,0.727334577
1909,2021-12-01,6,562.0,,19,-0.089937777,0.120186535,0.071817707,0.649606968,0.764122932
1909,2022-12-01,7,293.0,,19,-0.071728897,0.096167818,0.059567041,0.667993853,0.768571788
1909,2023-12-01,7,261.0,,19,-0.075044725,0.080548889,0.091870342,0.684514054,0.719804518
1909,2024-12-01,7,264.0,,19,-0.118262206,0.077033164,0.054376928,0.687142019,0.600744737
2007,2014-12-01,8,107.0,,20,0.005634877,-0.153083871,-0.037620084,0.695250258,1.030454347
2007,2015-12-01,8,-117.0,,20,0.025342677,-0.186480518,0.001736554,0.738639925,1.199063545
2007,2016-12-01,8,-184.0,,20,-0.031955436,-0.185949656,0.005431456,0.781041509,0.808881709
2007,2017-12-01,8,-425.0,,20,-0.07860814,-0.115450837,-0.060556605,0.821906279,0.675007923
2007,2018-12-01,8,97.0,,20,-0.03159927,-0.102208753,0.010652942,0.709195759,0.835274424
2007,2019-12-01,8,-127.0,,20,0.010007666,-0.114505749,-0.013029339,0.729682164,1.077474356
2007,2020-12-01,8,245.0,,20,-0.036494326,-0.244562557,-0.060239297,0.426197041,0.838835155
2007,2021-12-01,8,393.0,,20,-0.035490772,0.000256605,0.003023807,0.433136423,0.868231851
2007,2022-12-01,8,304.0,,20,-0.049896598,-0.057580091,0.211527176,0.422390838,0.777079117
2007,2023-12-01,8,173.0,,20,-0.01459048,-0.034397378,-0.080517976,0.503992177,0.920690201
2008,2014-12-01,8,293.0,,20,0.008743943,0.170115926,-0.108780093,0.303357854,1.038832195
2008,2015-12-01,8,304.0,,20,0.007748893,0.186495116,-0.056117211,0.385480429,1.02287665
2008,2016-12-01,8,258.0,,20,-0.153730432,0.168686615,-0.080569548,0.437169098,0.60190815
2008,2017-12-01,8,171.0,,20,-0.138565426,0.127228763,-0.121611781,0.511904922,0.701142364
2008,2018-12-01,8,140.0,,20,-0.20810297,0.106615744,-0.053020273,0.547718882,0.582990447
2008,2019-12-01,9,124.0,,20,-0.205607248,0.085672625,-0.0221813,0.526361136,0.569130566
2008,2020-12-01,9,77.0,,20,-0.200280868,0.066759089,0.018898026,0.583897137,0.544910078
2008,2021-12-01,9,157.0,,20,-0.15982915,0.092122977,-0.024914172,0.594692284,0.655529144
2008,2022-12-01,9,230.0,,20,-0.182783508,0.111465053,0.028024692,0.612162454,0.624372326
2008,2023-12-01,9,177.0,,20,0.03652266,0.160594109,0.026808701,0.542527943,1.147804747
2008,2024-12-01,9,182.0,,20,0.023380463,0.153303998,0.048965506,0.549568108,1.091471999
2009,2014-12-01,6,324.0,,20,0.170219035,0.142298165,-0.050388623,0.32041165,1.672815676
2009,2015-12-01,6,266.0,,20,0.106058258,0.079741206,0.190413593,0.369774476,1.371283767
2009,2016-12-01,7,230.0,,20,0.09159533,0.039257453,-0.085505282,0.382969288,1.280587539
2009,2017-12-01,7,321.0,,20,0.118825486,0.078050708,-0.05944378,0.324039778,1.428804816
2009,2018-12-01,7,338.0,,20,0.160970131,0.110373995,0.363996854,0.296151391,1.667502441
2009,2019-12-01,7,268.0,,20,0.121802754,0.087687597,0.041216725,0.305548967,1.479534698
2009,2020-12-01,8,244.0,,20,0.104493715,0.091173489,0.009824178,0.246702651,1.515585829
2009,2021-12-01,7,402.0,,20,0.092678097,0.081206497,0.031324184,0.222471811,1.489594017
2009,2022-12-01,7,260.0,,20,0.087577526,0.079849375,-0.003534655,0.30993648,1.325604159
2009,2023-12-01,7,217.0,,20,0.059400225,0.046116634,0.101371439,0.246508964,1.279025788
2009,2024-12-01,7,292.0,,20,0.0807943,0.069605709,0.157618186,0.207648818,1.453565696
2012,2014-12-01,7,349.0,,20,0.115969279,0.064486218,0.105861991,0.608958085,1.234708233
2012,2015-12-01,7,364.0,,20,0.10693712,0.060748911,0.17186214,0.636968282,1.202709719
2012,2016-12-01,7,423.0,,20,0.111350348,0.071984509,0.077996936,0.623120008,1.214161411
2012,2017-12-01,7,439.0,,20,0.178110593,0.073868532,0.127419673,0.609673882,1.388572684
2012,2018-12-01,6,495.0,,20,0.296278849,0.094244031,-0.015797786,0.598625917,1.933066695
2012,2019-12-01,6,445.0,,20,0.281117669,0.096788751,0.029425572,0.604687933,1.913792245
2012,2020-12-01,6,346.0,,20,0.244995823,0.083781142,0.110833569,0.615516506,1.707079996
2012,2021-12-01,6,528.0,,20,0.369563499,0.103910844,0.026635072,0.632201933,2.237731257
2012,2022-12-01,6,545.0,,20,0.504690838,0.109929821,0.213944631,0.598057199,3.716174844
2012,2023-12-01,6,433.0,,20,0.512993149,0.116416164,0.196842825,0.582598147,4.284838046
2013,2014-12-01,5,411.0,,20,0.080853806,0.086674606,-0.038485834,0.669282507,1.128349298
2013,2015-12-01,6,327.0,,20,0.050064276,0.077235705,-0.107692911,0.707702429,1.074524905
2013,2016-12-01,6,249.0,,20,0.064960897,0.074557877,-0.024538595,0.714813776,1.09645452
2013,2017-12-01,6,308.0,,20,0.054043672,0.075886578,0.087038895,0.710907736,1.080682922
2013,2018-12-01,6,286.0,,20,0.05154053,0.068193315,-0.082114699,0.750542198,1.072529725
2013,2019-12-01,6,334.0,,20,0.061003527,0.085868053,0.195370077,0.702564263,1.097007886
2013,2020-12-01,6,322.0,,20,0.115486108,0.116668181,-0.007336661,0.673506444,1.189798912
2013,2021-12-01,6,434.0,,20,0.153128812,0.119293158,0.118983522,0.627230115,1.272644545
2013,2022-12-01,6,507.0,,20,0.189045157,0.133720789,0.133716337,0.60684896,1.379571277
2013,2023-12-01,6,463.0,,20,0.143428316,0.137567238,-0.01617594,0.625786081,1.263251646
2013,2024-12-01,6,508.0,,20,0.113501376,0.14804205,0.117483235,0.632890437,1.191803446
2014,2014-12-01,6,199.0,,20,-0.064488948,-0.148067979,0.014232696,0.74143792,0.823584877
2014,2015-12-01,7,-484.0,,20,-0.148407093,-0.209153384,0.096735272,0.783083574,0.589595513
2014,2016-12-01,7,524.0,,20,-0.202647852,-0.147668395,0.21005504,0.696675596,0.547425296
2014,2017-12-01,6,672.0,,20,-0.056265047,-0.066411253,0.149145461,0.619921738,0.833752103
2014,2018-12-01,5,707.0,,20,-0.022928488,0.027064072,0.037774766,0.558263235,0.938351726
2014,2019-12-01,5,492.0,,20,0.023196827,0.025017655,0.158103241,0.521760589,1.083112446
2014,2020-12-01,5,589.0,,20,0.068962143,0.048072445,0.399573667,0.437887751,1.361678678
2017,2014-12-01,7,362.0,,20,0.015075415,-0.074004373,-0.025190499,0.420551959,1.050422415
2017,2015-12-01,7,363.0,,20,0.067419405,-0.032998579,0.310818899,0.363503916,1.312259858
2017,2016-12-01,7,433.0,,20,0.046033228,-0.010025905,0.127139006,0.359154958,1.1901367
2017,2017-12-01,6,466.0,,20,0.074800383,0.044256294,0.230797783,0.332713283,1.352067755
2017,2018-12-01,6,366.0,,20,0.043201348,0.027570547,0.12333848,0.389240551,1.165844777
2017,2019-12-01,6,326.0,,20,-0.012441641,-0.008309884,0.179659102,0.398865491,0.951258374
2017,2020-12-01,6,318.0,,20,0.027804012,-0.006502365,0.02663535,0.438386537,1.107067227
2017,2021-12-01,6,448.0,,20,0.090480614,0.06168241,-0.051411642,0.456038657,1.316231521
2017,2022-12-01,6,334.0,,20,0.02205974,0.04943937,0.217955482,0.458628114,1.081845933
2017,2023-12-01,6,266.0,,20,-0.099650887,-0.000451974,0.121519899,0.400627028,0.715009076
2020,2014-12-01,7,479.0,,20,0.140214483,0.116742953,0.096465967,0.405466131,1.403306967
2020,2015-12-01,7,344.0,,20,0.116278171,0.034871675,0.071144308,0.474725834,1.285972708
2020,2016-12-01,7,528.0,,20,0.111918951,0.099475726,0.20149668,0.461206947,1.267580809
2020,2017-12-01,7,490.0,,20,0.157425644,0.120453385,0.080151239,0.442255363,1.403255239
2020,2018-12-01,7,431.0,,20,0.163402443,0.127082503,0.13858633,0.473633931,1.387347472
2020,2019-12-01,7,459.0,,20,0.15298863,0.132314504,0.19461729,0.503224095,1.447604512
2020,2020-12-01,7,428.0,,20,0.167041861,0.119642269,-0.01318626,0.536051474,1.438321001
2020,2021-12-01,7,483.0,,20,0.166788308,0.145652611,0.039017239,0.554308591,1.38310323
2020,2022-12-01,7,462.0,,20,0.10915644,0.093051798,0.27166388,0.565862978,1.246905402
2020,2023-12-01,7,641.0,,20,0.263446246,0.204976164,0.440204288,0.455573649,1.785959175
2020,2024-12-01,7,470.0,,20,0.251440112,0.183585096,-0.053416918,0.445956474,1.729692645
2022,2014-12-01,7,314.0,,20,-0.022800335,-0.059096628,-0.048075031,0.550333834,0.941525768
2022,2015-12-01,7,250.0,,20,-0.008964963,-0.113328733,0.195744717,0.558466819,0.9717157
2022,2016-12-01,7,314.0,,20,-0.089960202,-0.119449278,0.060395604,0.568347316,0.765981737
2022,2017-12-01,8,227.0,,20,-0.045043546,-0.111401104,-0.086067748,0.621070847,0.889558946
2022,2018-12-01,7,404.0,,20,0.149416761,-0.033094998,0.011466488,0.605786807,1.278123412
2022,2019-12-01,7,375.0,,20,0.136744403,-0.141649058,0.207558909,0.384491391,1.435489162
2022,2020-12-01,7,363.0,,20,0.163644323,-0.179926559,0.047205654,0.332141744,1.523400819
2022,2021-12-01,7,622.0,,20,0.279143319,-0.149424839,0.304478461,0.276654878,2.029791751
2022,2022-12-01,7,458.0,,20,0.284661342,-0.167331983,0.422783618,0.238701549,2.244697496
2022,2023-12-01,7,529.0,,20,0.326607403,0.009123245,0.646389087,0.225148927,2.718917252
2023,2014-12-01,5,510.0,,20,-0.019151053,0.073735324,0.025615167,0.593178896,0.945399499
2023,2015-12-01,5,385.0,,20,0.048191857,0.044325042,0.074918251,0.620169637,1.208919855
2023,2016-12-01,5,569.0,,20,0.006124774,0.070541365,0.065164614,0.631335044,1.021012859
2023,2017-12-01,5,446.0,,20,0.002784473,0.061824122,-0.025386297,0.660249659,1.008965065
2023,2018-12-01,6,371.0,,20,-0.019783706,0.054051044,0.040693096,0.659532625,0.935556356
2023,2019-12-01,7,188.0,,20,-0.08000092,0.033561193,0.050115942,0.672250961,0.75733458
2023,2020-12-01,7,332.0,,20,-0.076856883,0.042709946,0.032848661,0.668804843,0.761484806
2023,2021-12-01,7,582.0,,20,-0.006119577,0.091472668,0.065677113,0.654243631,0.980248061
2023,2022-12-01,7,439.0,,20,0.023413392,0.08331441,0.031377127,0.64796979,1.085766276
2023,2023-12-01,7,294.0,,20,0.024853873,0.162008189,0.018287241,0.597733823,1.098691226
2023,2024-12-01,7,365.0,,20,-0.018537233,0.142110024,0.042005051,0.611907665,0.937013326
2024,2014-12-01,7,400.0,,20,0.199864339,0.062245919,0.172632925,0.475582382,1.768731396
2024,2015-12-01,7,283.0,,20,0.0919845,0.042631501,0.200048311,0.493269553,1.282909193
2024,2016-12-01,7,439.0,,20,0.162721301,0.075648734,0.23743348,0.445268867,1.648769454
2024,2017-12-01,7,404.0,,20,0.134992603,0.092555786,0.104479428,0.459551443,1.426356022
2024,2018-12-01,7,326.0,,20,0.094062953,0.085816814,0.046693147,0.485706546,1.252603309
2024,2019-12-01,7,254.0,,20,0.080041726,0.073905715,0.145792957,0.463670082,1.219611302
2024,2020-12-01,7,305.0,,20,0.084098538,0.078593742,0.236205888,0.409019817,1.25689363
2024,2021-12-01,7,457.0,,20,0.103207584,0.132271197,0.273671278,0.376732868,1.296802063
2024,2022-12-01,7,238.0,,20,0.079895609,0.092155833,-0.246607128,0.462706454,1.181576114
2024,2023-12-01,7,207.0,,20,0.258569611,0.062704695,0.391927244,0.400654587,2.332963754
2025,2014-12-01,8,352.0,,20,0.029342808,-0.873270796,0.594985162,0.326359621,1.092241348
2025,2015-12-01,D,69.0,,20,-0.112563017,-0.969088143,-0.458656275,0.55474967,0.794563125
2025,2016-12-01,D,365.0,,20,-0.04102293,-1.070807012,0.390088512,0.455959244,0.908440861
2025,2017-12-01,8,460.0,,20,0.069071225,-1.023088488,0.785947938,0.375746989,1.187806046
2025,2018-12-01,9,64.0,,20,-0.009515399,-0.928200923,-0.182160413,0.61480326,0.97982904
2025,2019-12-01,D,16.0,,20,0.083810663,-1.126410701,-0.121226151,0.67375782,1.221093571
2025,2020-12-01,D,-319.0,,20,-0.027043385,-1.351890575,-0.164864973,0.752592149,0.945616583
2025,2021-12-01,9,532.0,,20,0.094688169,-1.072200919,0.356668396,0.642181983,1.192580947
2027,2014-12-01,7,487.0,,20,0.514313021,0.07514781,-0.025823521,0.637770711,2.705532537
2027,2015-12-01,7,173.0,,20,0.493917367,0.048737307,0.053845044,0.672182254,2.647083519
2027,2016-12-01,7,351.0,,20,0.531878636,0.053412028,0.124810286,0.666425419,3.022907201
2027,2017-12-01,7,396.0,,20,0.583320028,0.049338832,-0.068536195,0.703903796,3.590619931
2027,2018-12-01,6,675.0,,20,0.575819863,0.081736865,-0.096148241,0.545053242,4.198151902
2027,2019-12-01,6,442.0,,20,0.488998449,0.058495199,0.031086679,0.656272093,3.245487546
2027,2020-12-01,7,366.0,,20,0.445885599,0.042464394,0.066557488,0.623393491,2.908226911
2027,2021-12-01,5,817.0,,20,0.514325101,0.12684831,0.232568791,0.501003625,3.757902416
2027,2022-12-01,5,743.0,,20,0.441291965,0.149772668,0.056428306,0.495396586,2.877518409
2027,2023-12-01,5,599.0,,20,0.399217596,0.135894324,0.416627841,0.448772253,2.926828786
2027,2024-12-01,5,575.0,,20,0.379507612,0.138108063,0.263019383,0.420895856,3.225476258
2028,2015-12-01,D,-720.0,,20,-0.024885048,-0.893119568,0.072600473,0.843133329,0.891245695
2028,2016-12-01,D,-12.0,,20,-0.035784865,-0.394778664,0.085587742,0.822853604,0.896509703
2028,2017-12-01,D,541.0,,20,0.029097128,-0.280306178,0.112750651,0.70383936,1.094617809
2028,2018-12-01,D,538.0,,20,0.044737343,-0.196285874,0.108083724,0.668044823,1.129085327
2028,2019-12-01,D,419.0,,20,0.062357697,-0.178123462,0.097920634,0.600729752,1.231558198
2028,2020-12-01,8,582.0,,20,0.109725975,-0.074120064,0.144050812,0.54206984,1.374556267
2028,2021-12-01,7,770.0,,20,0.294020428,0.135696459,0.049044812,0.455413185,2.11495424
2028,2022-12-01,7,631.0,,20,0.248098573,0.100098441,0.304896647,0.476934615,1.817973286
2028,2023-12-01,7,497.0,,20,0.213024224,0.10968009,0.077135213,0.484161096,1.677179597
2028,2024-12-01,7,394.0,,20,0.187269519,0.108673657,0.033123436,0.529158772,1.549306607
2030,2014-12-01,8,337.0,,20,0.215377159,0.035354136,0.015985885,0.674653678,1.537372473
2030,2015-12-01,8,56.0,,20,0.148731866,-0.0150784,0.125453252,0.700178704,1.360973249
2030,2016-12-01,8,275.0,,20,0.110309417,0.013443196,0.083867337,0.68761517,1.235104069
2030,2017-12-01,7,423.0,,20,0.119686293,0.063048562,0.068207456,0.648603668,1.248997179
2030,2018-12-01,7,471.0,,20,0.153716706,0.088126527,0.131720053,0.617006708,1.341165643
2030,2019-12-01,7,387.0,,20,0.222082853,0.085602525,0.112093561,0.624517512,1.606377694
2030,2020-12-01,7,225.0,,20,0.207677979,0.074693915,-0.027038948,0.66494929,1.521889358
2030,2021-12-01,6,502.0,,20,0.208981188,0.134178843,-0.052407094,0.656608493,1.455112987
2030,2022-12-01,6,538.0,,20,0.218177814,0.173971609,0.379050821,0.572537363,1.55977094
2030,2023-12-01,6,341.0,,20,0.306572079,0.148133894,0.081350894,0.594175922,2.092138216
2030,2024-12-01,6,387.0,,20,0.269859459,0.154347918,0.062303914,0.580839807,1.865253851
2031,2014-12-01,7,324.0,,20,0.21172627,0.114129038,0.004270361,0.581715793,1.50455152
2031,2015-12-01,7,72.0,,20,0.116291657,0.075840221,0.226490453,0.610812693,1.248832435
2031,2016-12-01,7,444.0,,20,0.155257846,0.130475434,0.104522544,0.532517065,1.392467794
2031,2017-12-01,6,513.0,,20,0.094741963,0.167350931,0.070703465,0.531175465,1.224314895
2031,2018-12-01,6,322.0,,20,0.032040914,0.163674373,-0.042516555,0.581376014,1.058586961
2031,2019-12-01,6,266.0,,20,0.145024105,0.153391579,0.044326113,0.576651408,1.372438017
2031,2020-12-01,6,356.0,,20,0.148344418,0.152985283,-0.023259808,0.5927553,1.406076305
2031,2021-12-01,5,642.0,,20,0.198035652,0.20673313,0.036033808,0.552201898,1.549964657
2031,2022-12-01,5,454.0,,20,0.139866561,0.185496274,0.093134792,0.587738593,1.350824828
2031,2023-12-01,5,451.0,,20,0.205588479,0.21222576,0.021477317,0.574534878,1.568641736
2031,2024-12-01,5,354.0,,20,0.200200958,0.22378822,0.075310672,0.582125554,1.588624746
2032,2014-12-01,6,448.0,,20,0.509516896,0.104218461,-0.087078794,0.210615012,7.416393803
2032,2015-12-01,6,424.0,,20,0.511283888,0.104186015,0.871843184,0.199201297,8.429723279
2032,2016-12-01,6,454.0,,20,0.510347785,0.129280468,-0.226218526,0.171466256,8.423894098
2032,2017-12-01,6,403.0,,20,0.502694128,0.111584923,-0.140333027,0.183861674,6.956464684
2032,2018-12-01,6,408.0,,20,0.530556573,0.127327055,0.224420288,0.167348817,8.402060979
2032,2019-12-01,6,424.0,,20,0.531352307,0.142642183,0.297628258,0.16180799,9.809608807
2032,2020-12-01,6,451.0,,20,0.53144205,0.15381871,-0.279307412,0.177161794,7.060136382
2032,2021-12-01,6,550.0,,20,0.533659952,0.188857143,0.132578035,0.190226294,5.610770722
2032,2022-12-01,6,415.0,,20,0.569333387,0.151717625,1.167416697,0.114228852,17.53524848
2032,2023-12-01,6,412.0,,20,0.522172728,0.129076726,0.366890767,0.122537541,13.29294819
2032,2024-12-01,6,425.0,,20,0.52077618,0.154587331,-0.383845685,0.129078436,10.64590299
2033,2014-12-01,8,222.0,,20,0.234563026,0.069762615,-0.146349043,0.30860985,1.793684275
2033,2015-12-01,8,242.0,,20,0.216901046,0.067631184,0.1897521,0.281138315,1.802408886
2033,2016-12-01,8,334.0,,20,0.199203639,0.10250745,0.41685183,0.239578606,1.87135753
2033,2017-12-01,7,382.0,,20,0.230466633,0.10957431,0.548519955,0.172458582,2.437032493
2033,2018-12-01,7,299.0,,20,0.207377438,0.099040959,-0.086277249,0.212240695,2.03371576
2033,2019-12-01,7,350.0,,20,0.235407105,0.116135789,0.340928504,0.17800279,2.448674879
2033,2020-12-01,7,357.0,,20,0.261762452,0.12345933,0.347766971,0.128568967,3.307123532
2033,2021-12-01,7,324.0,,20,0.226202532,0.105295963,-0.246931112,0.202294767,2.197139251
2033,2022-12-01,7,311.0,,20,0.212478071,0.083881253,0.045006923,0.215947888,2.047721674
2033,2023-12-01,7,258.0,,20,0.234748361,0.085980332,0.271270598,0.173208911,2.467982549
2038,2014-12-01,7,329.0,,20,0.026788753,0.096865465,-0.089723786,0.602610198,1.060120019
2038,2015-12-01,7,336.0,,20,0.034819427,0.091691021,0.488582476,0.514939094,1.104151506
2038,2016-12-01,7,433.0,,20,0.154804671,0.11339114,0.401536166,0.36312071,1.660595815
2038,2017-12-01,7,354.0,,20,0.138468007,0.074045099,-0.331628386,0.469908254,1.408086068
2038,2018-12-01,7,287.0,,20,0.078937371,0.046720829,-0.18148884,0.549233819,1.20819144
2038,2019-12-01,7,272.0,,20,-0.040807118,0.016767445,0.083108419,0.56349507,0.908881411
2038,2020-12-01,7,348.0,,20,0.036921746,0.035212491,-0.011550841,0.57362997,1.096857404
2038,2021-12-01,7,521.0,,20,0.020451289,0.073528896,0.233648166,0.564583155,1.050356111
2038,2022-12-01,7,342.0,,20,0.036129895,0.064002569,0.008376497,0.580046085,1.092262385
2038,2023-12-01,7,335.0,,20,0.002105729,0.059636257,0.020016532,0.580987489,1.005119881
2038,2024-12-01,7,314.0,,20,0.062207088,0.05919185,-0.048804526,0.587542223,1.163367452
2049,2015-12-01,5,551.0,,20,0.06243595,0.327560559,0.057262141,0.557448786,1.177480327
2049,2016-12-01,7,518.0,,20,0.030694955,0.343132132,0.243775296,0.551062237,1.094959331
2049,2017-12-01,5,697.0,,20,-0.005512307,0.357534227,0.313057266,0.558203964,0.984449203
2049,2018-12-01,5,769.0,,20,0.016676981,0.359222829,0.210589757,0.500164053,1.046226525
2049,2019-12-01,5,553.0,,20,-0.016043559,0.354142307,0.056480593,0.510582068,0.950366674
2049,2020-12-01,5,578.0,,20,0.065737423,0.380039632,0.254326439,0.429836415,1.253618437
2049,2021-12-01,5,737.0,,20,0.092115686,0.405252104,0.396812519,0.402978071,1.339347922
2049,2022-12-01,5,791.0,,20,0.209218506,0.449931171,0.3538597,0.329403702,2.159227571
2049,2023-12-01,5,681.0,,20,0.219069075,0.458589076,0.292257695,0.317330553,2.415604627
2049,2024-12-01,5,661.0,,20,0.214294618,0.451122717,0.208644663,0.31871054,2.40126755
2062,2017-12-01,5,346.0,,20,0.016872047,0.203422708,0.047722458,0.580048561,1.061583581
2062,2018-12-01,6,303.0,,20,0.029459389,0.207737568,0.026691579,0.577057639,1.108126931
2062,2019-12-01,6,286.0,,20,0.037767364,0.220606052,0.086535633,0.567929041,1.140605241
2062,2020-12-01,6,326.0,,20,0.067883867,0.206535647,0.116237639,0.585921418,1.239558547
2062,2021-12-01,6,466.0,,20,0.164037835,0.210870194,-0.137389714,0.541373082,1.568865235
2062,2022-12-01,6,569.0,,20,0.254434255,0.297859593,0.494013758,0.405082638,2.437194443
2062,2023-12-01,6,469.0,,20,0.187708907,0.293543588,0.232833185,0.427701481,1.714281649
2062,2024-12-01,5,552.0,,20,0.292116086,0.362406078,0.365621068,0.302891528,2.533382654
2069,2014-12-01,7,376.0,上市前,20,0.095582854,0.051119753,0.055555812,0.583577249,1.220185237
2069,2015-12-01,7,375.0,,20,0.117514251,0.050680657,0.21102694,0.525648049,1.325656957
2069,2016-12-01,7,450.0,,20,0.030312645,0.074612525,0.050770164,0.549048434,1.062491697
2069,2017-12-01,7,442.0,,20,0.014407777,0.056414342,0.041199844,0.624993394,1.033261462
2069,2018-12-01,7,517.0,,20,0.103770229,0.135940504,-0.244815999,0.550553358,1.299308912
2069,2019-12-01,7,301.0,,20,0.037795449,0.092805662,0.143467199,0.588722943,1.101800023
2069,2020-12-01,7,257.0,,20,-0.015380919,0.093946409,-0.010963653,0.612748393,0.966149524
2069,2021-12-01,7,500.0,,20,0.174042225,0.133517469,-0.165978802,0.618208816,1.430196845
2069,2022-12-01,7,420.0,,20,0.047531458,0.14727228,0.443130064,0.53861758,1.114671385
2069,2023-12-01,7,290.0,,20,0.018791616,0.115847315,-0.018705043,0.56472114,1.042399166
2069,2024-12-01,7,371.0,,20,0.021042069,0.134202873,-0.012264645,0.563485684,1.044633156
2101,2014-12-01,6,416.0,,21,0.15524511,0.095984441,0.196982821,0.447760258,1.416976377
2101,2015-12-01,6,470.0,,21,0.200919423,0.102397192,0.005536476,0.487695179,1.51815991
2101,2016-12-01,6,488.0,,21,0.163649729,0.14673711,0.108582104,0.495629523,1.395027765
2101,2017-12-01,6,423.0,,21,0.143500244,0.128267808,0.058491291,0.541214298,1.314603958
2101,2018-12-01,6,344.0,,21,0.219980053,0.113342476,0.082712129,0.556958114,1.57854373
2101,2019-12-01,6,441.0,,21,0.078164469,0.116853882,0.25173391,0.612590324,1.139268765
2101,2020-12-01,6,402.0,,21,0.223136324,0.099814677,0.064831614,0.663161285,1.472645517
2101,2021-12-01,8,83.0,,21,0.150117024,0.066434412,-0.109763951,0.698594425,1.313380816
2101,2022-12-01,8,11.0,,21,0.211085284,0.039646181,-0.109679807,0.72368117,1.475188612
2101,2023-12-01,8,90.0,,21,0.266779575,0.038683453,-0.088994853,0.751108241,1.601900775
2101,2024-12-01,8,534.0,,21,0.347963478,0.103663956,-0.025278352,0.692665909,1.896464563
2102,2014-12-01,5,568.0,,21,0.267057243,0.406930113,0.436354057,0.204400537,3.273784474
2102,2015-12-01,5,610.0,,21,0.275141171,0.408714272,0.478419851,0.230407592,3.664264741
2102,2016-12-01,5,454.0,,21,0.208580546,0.367562048,0.204383637,0.30657406,3.400180183
